sefer_id,tren_id,hat_id,planlanan_kalkis,yolcu_sayisi,bilet_kontrol_cihaz_versiyonu,makinist_sicil_no,yemek_servisi_var_mi,hava_durumu,gecikme_suresi_dk
SEFER-01894,TREN-176,HAT-02,2026-01-29 09:00:00,64,v2.4.1,M-6553,0,Yagmurlu,22.5
SEFER-01895,TREN-126,HAT-13,2026-06-11 03:45:00,406,v2.1.0,M-7429,0,yagmurlu,12.6
SEFER-01896,TREN-107,HAT-10,03.05.2026 13:45,287,v2.4.1,M-6270,1,Karli,39.9
SEFER-01897,TREN-135,HAT-11,12.04.2026 00:15,335,v2.4.1,M-4688,0,yagmurlu,11.3
SEFER-01898,TREN-116,HAT-09,2026-01-04 00:00:00,228,v2.4.1,M-6409,1,,4.3
SEFER-01899,TREN-152,HAT-03,2026-05-29 05:15:00,126,v2.4.1,M-7674,1,Acik,6.8
SEFER-01900,TREN-102,HAT-04,2026-06-15 17:45:00,121,v1.0.4,M-5855,1,Karli,32.8
SEFER-01901,TREN-120,HAT-13,14.03.2026 04:45,459,v1.0.4,M-7135,0,Acik,4.6
SEFER-01902,TREN-101,HAT-02,2026-03-17 13:15:00,96,v3.0.0,M-1884,1,Sisli,21.9
SEFER-01903,TREN-168,HAT-08,2026-04-08 21:00:00,204,v2.4.1,M-8247,1,Acik,2.3
SEFER-01904,TREN-108,HAT-12,2026-03-06 07:30:00,99,v3.0.0,M-1891,1,,26.7
SEFER-01905,TREN-159,HAT-02,2026-04-08 23:00:00,376,v2.4.1,M-7629,0,yagmurlu,15.6
SEFER-01906,TREN-155,HAT-06,2026-03-08 12:00:00,215,v3.0.0,M-7487,0,,9.3
SEFER-01907,TREN-148,HAT-11,2026-03-22 05:00:00,431,v1.0.4,M-9881,1,,6.5
SEFER-01908,TREN-132,HAT-14,2026-01-02 06:00:00,358,v2.1.0,M-3353,1,Karli,20.7
SEFER-01909,TREN-128,HAT-13,2026-04-27 17:15:00,257,v2.1.0,M-6278,0,Karli,28.0
SEFER-01910,TREN-121,HAT-14,2026-03-09 15:45:00,384,v2.1.0,M-3612,0,Yagmurlu,11.0
SEFER-01911,TREN-169,HAT-14,27.02.2026 23:15,143,v1.0.4,M-2069,1,Acik,8.6
SEFER-01912,TREN-179,HAT-04,2026-02-09 03:15:00,158,v2.1.0,M-1148,1,Karli,21.8
SEFER-01913,TREN-143,HAT-14,2026-02-25 01:00:00,225,v3.0.0,M-6301,1,Yagmurlu,30.7
SEFER-01914,TREN-173,HAT-12,2026-04-15 05:00:00,113,v2.4.1,M-5028,0,Acik,0.0
SEFER-01915,TREN-120,HAT-03,2026-05-13 06:45:00,127,v2.1.0,M-4338,0,Yagmurlu,14.8
SEFER-01916,TREN-154,HAT-15,2026-05-05 03:00:00,202,v3.0.0,M-1056,0,,6.5
SEFER-01917,TREN-172,HAT-06,2026-01-10 04:15:00,,v2.4.1,M-3216,1,yagmurlu,11.8
SEFER-01918,TREN-111,HAT-12,2026-05-21 21:00:00,202,v2.4.1,M-1303,1,,0.6
SEFER-01919,TREN-161,HAT-13,2026-05-10 17:30:00,265,v3.0.0,M-3619,0,Yagmurlu,22.6
SEFER-01920,TREN-106,HAT-04,2026-05-01 20:45:00,232,v3.0.0,M-5298,1,,18.8
SEFER-01921,TREN-110,HAT-05,2026-04-09 03:45:00,380,v2.1.0,M-8936,1,yagmurlu,10.3
SEFER-01922,TREN-177,HAT-13,2026-01-14 10:30:00,268,v2.4.1,M-6137,0,Acik,8.9
SEFER-01923,TREN-137,HAT-10,2026-05-01 02:15:00,496,v2.1.0,M-5214,1,Sisli,18.5
SEFER-01924,TREN-113,HAT-03,2026-01-18 11:15:00,500,v1.0.4,M-6399,1,yagmurlu,24.4
SEFER-01925,TREN-172,HAT-15,2026-02-28 04:15:00,-5,v2.1.0,M-3252,0,Yagmurlu,19.6
SEFER-01926,TREN-176,HAT-09,2026-05-01 06:30:00,473,v3.0.0,M-9257,1,,1.8
SEFER-01927,TREN-109,HAT-14,2026-03-29 20:15:00,280,v1.0.4,M-6403,1,yagmurlu,18.3
SEFER-01928,TREN-109,HAT-07,2026-03-31 08:00:00,424,v2.4.1,M-7566,1,Yagmurlu,30.0
SEFER-01929,TREN-160,HAT-12,2026-04-09 09:30:00,216,v2.4.1,M-7337,0,yagmurlu,23.6
SEFER-01930,TREN-170,HAT-04,2026-06-15 23:00:00,277,v1.0.4,M-9896,0,Yagmurlu,10.2
SEFER-01931,TREN-174,HAT-15,25.01.2026 06:45,53,v2.4.1,M-8366,1,Acik,5.4
SEFER-01932,TREN-136,HAT-06,2026-03-27 10:45:00,233,v2.1.0,M-5174,1,Sisli,19.3
SEFER-01933,TREN-156,HAT-05,02.01.2026 05:00,222,v2.1.0,M-5770,0,yagmurlu,23.5
SEFER-01934,TREN-146,HAT-02,2026-03-13 00:45:00,128,v2.4.1,M-2125,1,Yagmurlu,30.2
SEFER-01935,TREN-138,HAT-01,2026-01-25 18:15:00,323,v2.4.1,M-8699,0,Sisli,25.2
SEFER-01936,TREN-109,HAT-08,2026-01-04 15:15:00,,v2.1.0,M-4476,1,yagmurlu,11.5
SEFER-01937,TREN-108,HAT-03,2026-01-08 23:30:00,426,v2.4.1,M-2133,0,yagmurlu,10.5
SEFER-01938,TREN-135,HAT-11,2026-04-09 23:00:00,83,v3.0.0,M-3210,1,yagmurlu,14.5
SEFER-01939,TREN-144,HAT-03,2026-04-06 00:30:00,362,v1.0.4,M-8602,0,Karli,22.5
SEFER-01940,TREN-146,HAT-13,2026-05-12 16:45:00,310,v2.1.0,M-5115,0,Acik,8.5
SEFER-01941,TREN-144,HAT-10,2026-05-22 15:00:00,50,v2.1.0,M-1725,0,Yagmurlu,20.6
SEFER-01942,TREN-112,HAT-06,2026-06-05 18:15:00,480,v2.1.0,M-1669,0,Acik,16.3
SEFER-01943,TREN-113,HAT-10,2026-05-08 05:45:00,322,v1.0.4,M-6058,0,Sisli,21.2
SEFER-01944,TREN-166,HAT-15,2026-03-14 20:30:00,419,v2.1.0,M-6242,1,Yagmurlu,10.2
SEFER-01945,TREN-166,HAT-13,2026-06-10 06:30:00,175,v3.0.0,M-1510,1,,14.5
SEFER-01946,TREN-171,HAT-07,2026-05-03 12:30:00,296,v3.0.0,M-4153,0,Karli,41.3
SEFER-01947,TREN-150,HAT-07,2026-02-01 06:15:00,398,v1.0.4,M-8679,0,Acik,4.6
SEFER-01948,TREN-138,HAT-13,2026-01-26 06:45:00,338,v1.0.4,M-7887,0,Karli,20.3
SEFER-01949,TREN-131,HAT-03,2026-03-20 18:15:00,280,v2.1.0,M-3805,0,yagmurlu,25.0
SEFER-01950,TREN-161,HAT-11,22.05.2026 11:00,440,v3.0.0,M-1911,1,Sisli,18.8
SEFER-01951,TREN-160,HAT-08,2026-04-10 09:30:00,455,v2.1.0,M-9598,0,Sisli,30.5
SEFER-01952,TREN-170,HAT-09,2026-04-17 19:00:00,286,v2.4.1,M-9095,0,yagmurlu,18.7
SEFER-01953,TREN-172,HAT-10,2026-02-21 21:30:00,414,v2.1.0,M-9282,1,,5.0
SEFER-01954,TREN-171,HAT-09,2026-03-17 21:45:00,,v3.0.0,M-2298,0,Yagmurlu,40.1
SEFER-01955,TREN-131,HAT-10,2026-03-10 08:00:00,452,v2.4.1,M-2445,0,,19.2
SEFER-01956,TREN-120,HAT-15,2026-04-08 00:45:00,100,v1.0.4,M-9002,0,yagmurlu,22.6
SEFER-01957,TREN-152,HAT-07,2026-05-03 07:00:00,,v2.1.0,M-3358,1,yagmurlu,19.4
SEFER-01958,TREN-171,HAT-10,2026-06-02 17:15:00,311,v2.4.1,M-8440,0,,36.5
SEFER-01959,TREN-132,HAT-12,2026-02-24 05:00:00,311,v2.1.0,M-4129,1,yagmurlu,13.3
SEFER-01960,TREN-146,HAT-12,2026-03-18 09:00:00,428,v2.1.0,M-2640,1,Acik,24.5
SEFER-01961,TREN-143,HAT-06,2026-04-19 03:00:00,275,v1.0.4,M-9598,1,,23.5
SEFER-01962,TREN-180,HAT-10,2026-04-26 12:15:00,193,v2.1.0,M-2714,0,Karli,15.5
SEFER-01963,TREN-140,HAT-02,2026-02-22 21:45:00,409,v2.4.1,M-1806,0,Acik,14.0
SEFER-01964,TREN-152,HAT-09,2026-03-18 00:00:00,469,v3.0.0,M-8378,1,yagmurlu,17.2
SEFER-01965,TREN-169,HAT-01,2026-05-30 08:15:00,461,v2.4.1,M-5315,1,,13.1
SEFER-01966,TREN-161,HAT-10,19.05.2026 12:30,168,v2.4.1,M-1354,0,Sisli,27.9
SEFER-01967,TREN-156,HAT-04,2026-06-10 06:15:00,438,v1.0.4,M-6817,1,Sisli,22.1
SEFER-01968,TREN-147,HAT-08,2026-05-01 19:15:00,125,v3.0.0,M-4414,0,,15.8
SEFER-01969,TREN-118,HAT-10,2026-05-22 21:00:00,411,v2.1.0,M-4713,0,,3.6
SEFER-01970,TREN-139,HAT-02,06.03.2026 09:30,428,v3.0.0,M-1392,1,Karli,32.7
SEFER-01971,TREN-127,HAT-05,2026-02-20 00:45:00,249,v2.4.1,M-9925,1,Yagmurlu,21.0
SEFER-01972,TREN-111,HAT-15,2026-04-18 06:45:00,362,v2.4.1,M-1215,0,Acik,5.5
SEFER-01973,TREN-122,HAT-02,2026-03-29 21:00:00,380,v2.4.1,M-5480,1,Karli,37.2
SEFER-01974,TREN-150,HAT-12,2026-06-02 00:00:00,337,v2.4.1,M-1423,0,Yagmurlu,19.8
SEFER-01975,TREN-176,HAT-13,2026-05-03 22:15:00,376,v1.0.4,M-3483,1,Yagmurlu,43.4
SEFER-01976,TREN-145,HAT-15,2026-05-09 02:00:00,246,v2.1.0,M-7809,1,,17.1
SEFER-01977,TREN-158,HAT-08,2026-01-22 06:45:00,89,v3.0.0,M-4940,1,Acik,1.5
SEFER-01978,TREN-123,HAT-13,2026-06-12 09:00:00,115,v2.4.1,M-9916,0,Yagmurlu,29.4
SEFER-01979,TREN-110,HAT-15,2026-02-05 21:45:00,265,v1.0.4,M-8771,1,Sisli,19.4
SEFER-01980,TREN-179,HAT-02,2026-02-26 03:15:00,256,v2.1.0,M-4461,0,Acik,3.2
SEFER-01981,TREN-145,HAT-02,2026-03-20 09:30:00,272,v1.0.4,M-2802,1,Karli,26.5
SEFER-01982,TREN-132,HAT-08,2026-05-09 12:15:00,,v3.0.0,M-6486,1,yagmurlu,23.2
SEFER-01983,TREN-175,HAT-13,2026-01-28 04:15:00,485,v1.0.4,M-1431,0,Karli,31.7
SEFER-01984,TREN-171,HAT-06,2026-01-01 16:15:00,82,v2.4.1,M-5727,1,,12.8
SEFER-01985,TREN-171,HAT-07,2026-03-24 08:15:00,167,v2.1.0,M-4824,0,yagmurlu,18.0
SEFER-01986,TREN-133,HAT-15,2026-03-03 21:30:00,92,v2.1.0,M-3438,1,Karli,26.6
SEFER-01987,TREN-112,HAT-02,2026-02-14 17:45:00,471,v1.0.4,M-5743,0,Karli,27.4
SEFER-01988,TREN-175,HAT-06,2026-02-18 23:15:00,267,v2.4.1,M-9225,0,Acik,7.2
SEFER-01989,TREN-108,HAT-02,2026-05-04 15:45:00,155,v1.0.4,M-5098,0,yagmurlu,8.9
SEFER-01990,TREN-156,HAT-08,2026-04-02 12:45:00,459,v3.0.0,M-2594,0,Acik,6.7
SEFER-01991,TREN-179,HAT-11,2026-03-11 10:30:00,439,v1.0.4,M-3339,1,Sisli,33.3
SEFER-01992,TREN-175,HAT-11,2026-02-04 00:15:00,240,v1.0.4,M-7623,0,Karli,17.0
SEFER-01993,TREN-107,HAT-03,2026-02-03 13:00:00,497,v2.4.1,M-1309,1,Karli,52.6
SEFER-01994,TREN-118,HAT-03,19.02.2026 10:00,63,v2.4.1,M-2235,1,Sisli,20.3
SEFER-01995,TREN-141,HAT-12,11.04.2026 17:15,255,v2.1.0,M-3109,0,Sisli,47.3
SEFER-01996,TREN-118,HAT-05,2026-01-07 15:00:00,350,v2.4.1,M-7189,0,Yagmurlu,10.0
SEFER-01997,TREN-104,HAT-02,2026-06-14 05:00:00,156,v1.0.4,M-4152,0,Karli,22.6
SEFER-01998,TREN-123,HAT-06,2026-02-01 05:45:00,159,v2.4.1,M-7745,1,Yagmurlu,10.8
SEFER-01999,TREN-143,HAT-03,2026-02-07 05:30:00,445,v1.0.4,M-3838,1,Karli,24.4
SEFER-02000,TREN-175,HAT-09,2026-03-15 15:45:00,77,v2.1.0,M-8164,1,,16.6
SEFER-02001,TREN-161,HAT-11,2026-06-04 16:15:00,376,v2.1.0,M-6836,1,,4.5
SEFER-02002,TREN-112,HAT-06,2026-04-28 17:15:00,256,v1.0.4,M-5382,1,Karli,41.8
SEFER-02003,TREN-150,HAT-03,2026-03-05 08:15:00,367,v3.0.0,M-7053,0,Sisli,30.4
SEFER-02004,TREN-132,HAT-07,2026-05-26 03:30:00,448,v2.4.1,M-4822,1,Karli,40.7
SEFER-02005,TREN-127,HAT-09,2026-04-10 07:45:00,442,v2.1.0,M-3524,1,yagmurlu,26.0
SEFER-02006,TREN-126,HAT-15,2026-06-05 16:45:00,202,v3.0.0,M-7854,0,Acik,4.1
SEFER-02007,TREN-171,HAT-15,2026-02-08 13:30:00,196,v3.0.0,M-5036,0,Sisli,23.0
SEFER-02008,TREN-153,HAT-13,2026-01-18 12:45:00,339,v1.0.4,M-7803,0,Sisli,23.9
SEFER-02009,TREN-146,HAT-14,2026-02-08 13:00:00,313,v1.0.4,M-5011,0,,2.2
SEFER-02010,TREN-164,HAT-13,2026-02-05 18:45:00,,v1.0.4,M-2563,1,,11.8
SEFER-02011,TREN-169,HAT-10,2026-03-14 13:45:00,59,v2.4.1,M-4407,0,yagmurlu,30.7
SEFER-02012,TREN-117,HAT-02,2026-02-18 23:45:00,202,v2.4.1,M-3361,0,Sisli,20.1
SEFER-02013,TREN-150,HAT-14,2026-05-01 03:30:00,467,v2.4.1,M-1185,0,Yagmurlu,17.1
SEFER-02014,TREN-151,HAT-14,2026-04-08 23:30:00,391,v3.0.0,M-5786,1,Acik,2.0
SEFER-02015,TREN-112,HAT-10,2026-03-12 05:45:00,,v2.4.1,M-4615,0,,22.0
SEFER-02016,TREN-105,HAT-02,2026-06-13 09:45:00,445,v2.1.0,M-5458,0,yagmurlu,18.3
SEFER-02017,TREN-111,HAT-04,2026-02-08 21:15:00,293,v2.1.0,M-5483,0,,5.4
SEFER-02018,TREN-137,HAT-01,22.05.2026 03:30,,v2.1.0,M-1617,0,Acik,20.0
SEFER-02019,TREN-133,HAT-15,2026-04-04 03:00:00,-19,v1.0.4,M-1408,0,yagmurlu,18.6
SEFER-02020,TREN-140,HAT-11,2026-06-03 16:15:00,,v3.0.0,M-2950,1,yagmurlu,16.3
SEFER-02021,TREN-170,HAT-01,2026-05-08 21:00:00,176,v2.1.0,M-5224,1,Karli,16.6
SEFER-02022,TREN-139,HAT-09,2026-02-14 19:15:00,151,v1.0.4,M-8957,0,Acik,15.5
SEFER-02023,TREN-127,HAT-15,04.04.2026 00:45,296,v3.0.0,M-2900,0,Acik,19.3
SEFER-02024,TREN-118,HAT-13,2026-05-01 15:00:00,483,v3.0.0,M-1070,0,Acik,56.2
SEFER-02025,TREN-167,HAT-09,2026-05-18 07:00:00,480,v2.4.1,M-3239,1,yagmurlu,24.2
SEFER-02026,TREN-110,HAT-13,2026-06-08 20:15:00,311,v3.0.0,M-4072,0,Karli,21.8
SEFER-02027,TREN-131,HAT-09,15.05.2026 20:00,204,v3.0.0,M-3000,1,yagmurlu,43.3
SEFER-02028,TREN-122,HAT-04,2026-04-20 17:15:00,74,v2.4.1,M-4568,1,Acik,22.4
SEFER-02029,TREN-107,HAT-07,2026-04-13 02:45:00,84,v2.4.1,M-3739,1,Sisli,22.9
SEFER-02030,TREN-123,HAT-13,2026-04-23 04:45:00,51,v1.0.4,M-8643,1,Yagmurlu,18.0
SEFER-02031,TREN-167,HAT-09,2026-06-06 09:30:00,309,v1.0.4,M-1501,1,yagmurlu,58.2
SEFER-02032,TREN-114,HAT-10,2026-04-18 13:30:00,389,v2.4.1,M-3386,0,Sisli,17.3
SEFER-02033,TREN-158,HAT-11,2026-05-04 21:00:00,118,v2.4.1,M-7271,0,,4.5
SEFER-02034,TREN-161,HAT-01,24.04.2026 11:00,384,v3.0.0,M-9343,1,Karli,16.2
SEFER-02035,TREN-124,HAT-05,2026-01-08 03:45:00,52,v3.0.0,M-7703,0,Acik,34.6
SEFER-02036,TREN-135,HAT-13,2026-05-10 21:00:00,53,v1.0.4,M-2994,1,Sisli,20.2
SEFER-02037,TREN-121,HAT-03,2026-02-09 09:15:00,334,v3.0.0,M-6353,0,Yagmurlu,21.3
SEFER-02038,TREN-168,HAT-04,03.03.2026 08:30,69,v1.0.4,M-4738,1,,23.9
SEFER-02039,TREN-114,HAT-12,2026-01-20 22:15:00,,v3.0.0,M-3385,0,Karli,17.2
SEFER-02040,TREN-168,HAT-10,2026-01-23 15:00:00,110,v3.0.0,M-1670,1,,12.0
SEFER-02041,TREN-168,HAT-04,2026-01-06 05:15:00,-5,v2.4.1,M-6397,0,Acik,22.5
SEFER-02042,TREN-139,HAT-02,2026-04-15 21:30:00,440,v2.4.1,M-5717,1,yagmurlu,22.3
SEFER-02043,TREN-172,HAT-07,2026-05-17 18:45:00,115,v2.1.0,M-1369,1,yagmurlu,18.4
SEFER-02044,TREN-129,HAT-13,2026-03-01 00:45:00,413,v1.0.4,M-3390,0,Acik,11.2
SEFER-02045,TREN-129,HAT-14,2026-04-24 00:45:00,172,v2.4.1,M-6438,1,,5.1
SEFER-02046,TREN-145,HAT-15,2026-03-26 09:30:00,443,v1.0.4,M-7866,1,Acik,17.9
SEFER-02047,TREN-173,HAT-11,2026-01-09 14:30:00,361,v1.0.4,M-7365,1,yagmurlu,13.6
SEFER-02048,TREN-154,HAT-08,2026-02-11 07:15:00,277,v3.0.0,M-7789,0,Acik,10.9
SEFER-02049,TREN-129,HAT-07,2026-04-24 13:00:00,79,v2.4.1,M-4185,1,Yagmurlu,12.4
SEFER-02050,TREN-152,HAT-10,2026-04-16 00:15:00,201,v3.0.0,M-3954,1,Karli,18.6
SEFER-02051,TREN-102,HAT-09,2026-02-18 09:15:00,178,v1.0.4,M-5487,0,Yagmurlu,20.4
SEFER-02052,TREN-159,HAT-12,2026-01-22 18:30:00,176,v2.4.1,M-6166,1,Sisli,34.2
SEFER-02053,TREN-137,HAT-14,2026-06-13 12:00:00,338,v2.4.1,M-8408,0,Sisli,15.2
SEFER-02054,TREN-131,HAT-13,2026-02-06 14:15:00,223,v2.1.0,M-2352,1,,9.2
SEFER-02055,TREN-169,HAT-15,2026-05-19 13:15:00,193,v3.0.0,M-7427,0,Acik,24.3
SEFER-02056,TREN-180,HAT-10,2026-01-16 17:45:00,130,v2.4.1,M-2425,1,yagmurlu,19.5
SEFER-02057,TREN-160,HAT-09,2026-06-08 13:15:00,173,v2.1.0,M-8779,0,yagmurlu,9.9
SEFER-02058,TREN-151,HAT-04,2026-01-22 18:30:00,112,v2.4.1,M-9710,1,Yagmurlu,26.8
SEFER-02059,TREN-101,HAT-03,2026-01-27 01:00:00,74,v2.1.0,M-7122,0,Acik,8.6
SEFER-02060,TREN-163,HAT-10,2026-03-25 09:00:00,-42,v2.4.1,M-8049,0,Acik,12.0
SEFER-02061,TREN-149,HAT-03,2026-02-01 16:30:00,193,v2.4.1,M-6798,1,,6.8
SEFER-02062,TREN-101,HAT-12,2026-03-18 23:15:00,449,v2.1.0,M-4839,0,Karli,28.0
SEFER-02063,TREN-150,HAT-11,2026-04-18 08:45:00,443,v3.0.0,M-5717,0,Acik,13.4
SEFER-02064,TREN-157,HAT-01,2026-05-14 18:00:00,230,v1.0.4,M-2315,1,Yagmurlu,29.3
SEFER-02065,TREN-164,HAT-07,2026-06-15 15:45:00,226,v3.0.0,M-2096,0,Yagmurlu,18.8
SEFER-02066,TREN-104,HAT-13,2026-04-09 11:15:00,381,v1.0.4,M-1980,0,Karli,21.5
SEFER-02067,TREN-117,HAT-04,2026-01-13 01:00:00,398,v3.0.0,M-8005,0,Sisli,15.2
SEFER-02068,TREN-143,HAT-04,2026-01-24 08:15:00,326,v2.1.0,M-7202,1,Karli,33.8
SEFER-02069,TREN-166,HAT-06,2026-03-12 22:15:00,196,v1.0.4,M-1473,0,Yagmurlu,17.3
SEFER-02070,TREN-159,HAT-14,2026-02-27 16:15:00,406,v1.0.4,M-4394,0,Yagmurlu,28.7
SEFER-02071,TREN-134,HAT-07,2026-03-01 01:45:00,295,v2.1.0,M-9141,1,yagmurlu,20.5
SEFER-02072,TREN-144,HAT-10,2026-01-13 11:30:00,121,v1.0.4,M-7354,1,Acik,1.0
SEFER-02073,TREN-121,HAT-12,2026-03-15 06:45:00,493,v2.1.0,M-8992,0,Yagmurlu,28.5
SEFER-02074,TREN-136,HAT-06,2026-06-11 04:30:00,177,v3.0.0,M-6144,1,Sisli,45.0
SEFER-02075,TREN-179,HAT-08,2026-03-12 08:30:00,351,v2.4.1,M-7022,0,Sisli,26.7
SEFER-02076,TREN-103,HAT-05,2026-03-11 16:15:00,346,v3.0.0,M-9746,1,Yagmurlu,43.3
SEFER-02077,TREN-115,HAT-03,2026-05-20 22:00:00,434,v2.1.0,M-4791,1,Sisli,35.9
SEFER-02078,TREN-103,HAT-10,2026-03-17 11:15:00,493,v2.4.1,M-8161,1,Yagmurlu,8.8
SEFER-02079,TREN-101,HAT-03,2026-01-26 09:15:00,331,v1.0.4,M-5700,1,,37.3
SEFER-02080,TREN-164,HAT-12,2026-04-08 01:45:00,109,v3.0.0,M-1396,0,yagmurlu,11.4
SEFER-02081,TREN-130,HAT-11,15.04.2026 12:15,398,v2.1.0,M-1919,1,Yagmurlu,22.9
SEFER-02082,TREN-141,HAT-02,2026-05-03 17:45:00,277,v2.1.0,M-3303,1,Acik,15.0
SEFER-02083,TREN-126,HAT-01,2026-01-20 12:00:00,472,v1.0.4,M-9486,1,Yagmurlu,8.3
SEFER-02084,TREN-165,HAT-15,2026-02-16 01:15:00,495,v2.1.0,M-7928,1,yagmurlu,10.3
SEFER-02085,TREN-174,HAT-07,2026-01-05 03:15:00,359,v1.0.4,M-4388,1,Sisli,21.9
SEFER-02086,TREN-102,HAT-14,2026-02-27 12:30:00,272,v2.4.1,M-7869,1,yagmurlu,9.4
SEFER-02087,TREN-173,HAT-12,2026-05-23 13:00:00,183,v2.1.0,M-7130,0,yagmurlu,12.6
SEFER-02088,TREN-101,HAT-02,2026-01-19 17:30:00,226,v1.0.4,M-9861,0,yagmurlu,30.6
SEFER-02089,TREN-128,HAT-09,2026-05-06 11:00:00,81,v2.4.1,M-7646,1,Karli,15.6
SEFER-02090,TREN-166,HAT-06,2026-01-14 04:15:00,374,v2.1.0,M-8820,1,,1.1
SEFER-02091,TREN-159,HAT-06,2026-03-02 08:00:00,56,v2.4.1,M-7249,1,Acik,35.5
SEFER-02092,TREN-158,HAT-02,2026-03-25 08:45:00,,v1.0.4,M-7632,0,yagmurlu,18.4
SEFER-02093,TREN-162,HAT-12,18.01.2026 19:45,249,v3.0.0,M-2848,0,Sisli,64.6
SEFER-02094,TREN-173,HAT-10,2026-03-22 11:45:00,414,v3.0.0,M-2075,1,yagmurlu,10.3
SEFER-02095,TREN-106,HAT-12,2026-02-25 00:00:00,156,v1.0.4,M-6697,1,Karli,17.1
SEFER-02096,TREN-142,HAT-08,2026-05-01 16:15:00,172,v2.1.0,M-5625,0,Yagmurlu,16.6
SEFER-02097,TREN-150,HAT-07,23.04.2026 19:15,408,v2.4.1,M-9837,1,Sisli,29.1
SEFER-02098,TREN-155,HAT-07,2026-04-04 18:45:00,467,v2.4.1,M-4350,0,Yagmurlu,18.1
SEFER-02099,TREN-160,HAT-03,2026-03-23 23:45:00,381,v2.4.1,M-2003,0,Yagmurlu,10.9
SEFER-02100,TREN-141,HAT-03,2026-05-30 13:30:00,172,v2.1.0,M-1125,1,Acik,16.3
SEFER-02101,TREN-117,HAT-15,2026-05-04 11:00:00,164,v3.0.0,M-8784,1,yagmurlu,28.0
SEFER-02102,TREN-159,HAT-15,2026-05-08 17:00:00,199,v3.0.0,M-9256,1,Yagmurlu,21.8
SEFER-02103,TREN-126,HAT-01,14.05.2026 09:00,124,v2.4.1,M-3307,0,Acik,10.5
SEFER-02104,TREN-138,HAT-11,2026-02-19 18:45:00,76,v3.0.0,M-8694,0,Karli,38.4
SEFER-02105,TREN-180,HAT-14,2026-06-08 14:45:00,348,v3.0.0,M-6732,1,,6.4
SEFER-02106,TREN-152,HAT-13,2026-03-19 22:45:00,420,v2.1.0,M-5711,1,,4.7
SEFER-02107,TREN-103,HAT-01,2026-04-16 05:30:00,479,v3.0.0,M-6972,0,Karli,44.0
SEFER-02108,TREN-159,HAT-10,2026-02-04 10:15:00,88,v1.0.4,M-8514,0,Karli,17.8
SEFER-02109,TREN-147,HAT-12,2026-02-18 19:45:00,440,v1.0.4,M-2353,1,Acik,14.1
SEFER-02110,TREN-105,HAT-12,01.05.2026 01:00,474,v1.0.4,M-3204,1,Yagmurlu,13.4
SEFER-02111,TREN-145,HAT-09,2026-04-08 20:15:00,222,v2.1.0,M-4615,1,yagmurlu,14.1
SEFER-02112,TREN-137,HAT-09,2026-03-27 15:15:00,357,v3.0.0,M-2495,1,Yagmurlu,9.1
SEFER-02113,TREN-150,HAT-04,2026-06-15 20:45:00,195,v1.0.4,M-4402,0,,17.8
SEFER-02114,TREN-164,HAT-12,2026-01-24 22:45:00,315,v2.4.1,M-3727,1,Yagmurlu,11.7
SEFER-02115,TREN-117,HAT-05,2026-01-01 16:00:00,426,v3.0.0,M-1813,0,,10.7
SEFER-02116,TREN-139,HAT-11,2026-05-08 14:45:00,351,v2.1.0,M-3346,1,Acik,8.2
SEFER-02117,TREN-115,HAT-07,2026-06-13 03:15:00,406,v3.0.0,M-4556,1,,2.2
SEFER-02118,TREN-177,HAT-12,2026-05-11 09:15:00,79,v2.1.0,M-2080,1,Acik,22.8
SEFER-02119,TREN-167,HAT-02,2026-05-05 08:00:00,471,v2.1.0,M-6503,1,yagmurlu,52.2
SEFER-02120,TREN-109,HAT-06,2026-04-04 01:15:00,,v2.1.0,M-8266,1,,2.6
SEFER-02121,TREN-155,HAT-02,2026-02-11 15:45:00,379,v2.1.0,M-3246,1,Acik,7.2
SEFER-02122,TREN-167,HAT-02,2026-03-01 18:30:00,181,v2.1.0,M-2206,0,Sisli,43.8
SEFER-02123,TREN-105,HAT-06,2026-04-27 10:15:00,54,v3.0.0,M-9254,1,yagmurlu,13.7
SEFER-02124,TREN-118,HAT-02,2026-04-06 10:00:00,266,v2.4.1,M-1471,0,yagmurlu,10.6
SEFER-02125,TREN-152,HAT-13,2026-03-25 03:45:00,310,v2.1.0,M-9696,0,Sisli,21.5
SEFER-02126,TREN-153,HAT-15,2026-02-10 13:45:00,391,v3.0.0,M-3645,1,Karli,15.2
SEFER-02127,TREN-152,HAT-03,2026-04-12 07:15:00,277,v2.1.0,M-8332,1,yagmurlu,35.8
SEFER-02128,TREN-111,HAT-07,2026-05-20 16:30:00,378,v1.0.4,M-8598,1,yagmurlu,19.3
SEFER-02129,TREN-175,HAT-10,2026-02-11 12:30:00,215,v2.1.0,M-8107,1,Karli,24.7
SEFER-02130,TREN-178,HAT-14,2026-03-26 21:45:00,146,v1.0.4,M-6195,0,yagmurlu,12.6
SEFER-02131,TREN-110,HAT-15,2026-05-02 12:30:00,449,v2.1.0,M-2146,0,Sisli,19.0
SEFER-02132,TREN-176,HAT-14,2026-03-02 09:45:00,322,v2.4.1,M-9611,1,Sisli,25.8
SEFER-02133,TREN-106,HAT-01,2026-05-30 05:30:00,-39,v2.1.0,M-9566,1,Yagmurlu,11.0
